48;9;Sempre que há uma dificuldade e o seu presente está instável, você coleta dados no passado para entender e modificar a situação.
49;9;Quando uma decisão é tomada em um projeto, é de extrema importância que todos os envolvidos conheçam o contexto que a definiu.
50;10;A família é de suma importância e você abriria mão de alguns privilégios para o bem-estar de sua família.
51;10;O sucesso profissional não se resume a quanto você ganha. O importante é fazer algo que tenha sentido para você.
52;10;Você gosta de ser altruísta. Ajudar os outros normalmente lhe dá prazer interior.
53;10;Quando há oportunidade, você se vê realizando algum tipo de atividade junto à sua comunidade.
54;10;A responsabilidade e a ética são fatores importantíssimos que devem estar presentes em todas as pessoas.
55;11;Você constantemente enxerga o potencial das pessoas.
56;11;Sempre estamos desenvolvendo nosso potencial de alguma forma.
57;11;Você é atraído por pessoas que gostam de desenvolver seus potenciais.
58;11;Você gosta de desafiar as pessoas a melhorar.
59;11;Ao interagir com outras pessoas, você tende a ajudá-las a alcançar o sucesso.
60;12;Você tende a impor ordem e planejamento ao seu dia a dia.
61;12;Você fragmenta longos projetos em pequenos projetos para melhor ordená-los.
62;12;Você foca em horários e prazos de projetos.
63;12;Você gosta de estar no controle das situações.
64;12;Você tem aversão a surpresas.
65;13;Você consegue se colocar no lugar das outras pessoas.
66;13;Você compreende as opções que cada pessoa faz.
67;13;Você consegue sentir as emoções das pessoas ao seu redor.
68;13;Você ajuda as pessoas a expressarem seus sentimentos com palavras.
69;13;Você consegue prever necessidades nas quais as pessoas estão pensando.
70;14;Você adora aprender.
71;14;O processo de aprendizagem é empolgante para você.
72;14;Independente do conteúdo, você gosta de estudar.
73;14;A jornada do aprendizado de algum assunto lhe empolga.
74;14;Você está sempre procurando um novo curso para aprender mais.
75;15;Você não gosta de ficar na média, busca sempre a excelência
76;15;Você gosta de transformar o que já esta bom em algo soberbo.
77;15;Você é atraído por pontos fortes em você e nas pessoas.
78;15;Quando você identifica um ponto forte, investe tempo para aprimorá-lo.
79;15;Você prefere passar o tempo com pessoas que apreciam seus pontos fortes.
80;16;Você precisa ter sempre um objetivo claro para evitar frustrações.
81;16;Você tende a estabelecer metas periódicas.
82;16;Atrasos e alterações em planos não são bem-vindos.
83;16;Você costuma manter sua equipe centrada em um objetivo.
84;16;Você instintivamente avalia se uma ação pode ou não ajudá-lo.
85;17;Você tem facilidade em visualizar cenários futuros em detalhes.
86;17;O futuro lhe inspira.
87;17;Quando você tem frustrações no presente, você recorre a planos futuros para se confortar.
88;17;Você tem facilidade em descrever planos futuros em detalhes.
89;17;Você tende a buscar soluções em planos futuros.
90;18;Você tende a evitar conflitos e atritos.
91;18;Você acredita que há pouco a se ganhar com atritos e conflitos.
92;18;Você procura encontrar algum ponto em comum em relações com pessoas que sabe ter pontos de vista diferentes dos seus.
93;18;Você acredita que seríamos mais produtivos se procurássemos um consenso ao invés de tentarmos impor nossas ideias e opiniões.
94;18;Você evita assuntos polêmicos.
95;19;Você adora conceitos.
96;19;Você procura sempre criar conexões entre suas ideias.
97;19;Você é fascinado por novas ideias.
98;19;Você tende a procurar novas perspectivas para situações que todos conhecemos.
99;19;As pessoas o rotulam de criativo, original ou conceitual.
100;20;Você valoriza o equilíbrio.
101;20;Você trata as pessoas de forma igualitária.
102;20;Você é contra as situações onde as pessoas têm vantagens em razão de suas conexões ou dinheiro.
103;20;Você tenta ser justo em suas relações com as pessoas.
104;20;Você acredita que todos devem ter oportunidades iguais para demonstrar seu valor.
105;21;Você procura incluir as pessoas e fazer com que se sintam parte do grupo.
106;21;Você evita grupos exclusivos, preferindo grupos abertos a todos.
107;21;Você é instintivamente sensato.
108;21;Você evita fazer julgamentos das pessoas.
109;21;Você acredita que somos todos igualmente importantes.
110;22;Você tem curiosidade sobre as características únicas de cada pessoa.
111;22;Você não gosta de rótulos ou generalizações.
112;22;Você sabe identificar os pontos fortes de cada pessoa.
113;22;Você se interessa pelas histórias típicas da vida de cada pessoa.
114;22;Você foca na diferença de cada indivíduo ao invés de generalizar.
115;23;Você é curioso.
116;23;Você gosta de colecionar coisas, informações e/ou objetos.
117;23;O mundo é excitante devido à sua infinita variedade e complexidade.
118;23;Um dia, as informações que você guarda poderão ser úteis para alguma coisa.
119;23;Mesmo que você não veja uma utilidade agora, você arquiva informações.
120;24;Você gosta de gastar um tempo sozinho para se concentrar e meditar.
121;24;Você gosta de pensar e de manter sua mente sempre ativa.
122;24;Você gosta de fazer perguntas a si mesmo e encontrar as respostas por conta própria.
123;24;Você é introspectivo.
124;24;Você foca sua atividade mental em diversos assuntos, tais como a solução de um problema, o desenvolvimento de uma ideia ou para compreender os sentimentos de outra pessoa.
125;25;Quando se depara com uma situação complexa, você gosta de ter controle sobre todas as variáveis, para reorganizá-las da maneira mais produtiva possível.
126;25;Desde as situações mais simples até as mais complexas, você está sempre procurando a configuração perfeita.
127;25;Você prefere situações dinâmicas.
128;25;Mesmo em situações confusas, você acredita que pode existir uma maneira melhor de organizar as coisas.
129;25;Você tem facilidade em reorganizar planos complexos quando ocorre algum tipo de mudança.
130;26;Você sempre consegue encontrar a melhor solução, mesmo em meio à desordem.
131;26;Você tem facilidade em enxergar padrões onde os outros vêm apenas complexidade.
132;26;A partir de padrões, você consegue desenvolver diversos cenários possíveis.
133;26;A partir de um cenário possível, você consegue avaliar possíveis obstáculos que podem surgir.
134;26;Você tem facilidade para analisar situações complexas e todas as situações possíveis.
135;27;As pessoas sempre querem estar perto de você.
136;27;Você sempre procura o lado positivo de uma situação.
137;27;Apesar dos contratempos, você nunca perde o senso de humor.
138;27;Você é generoso com os elogios e rápido para sorrir.
139;27;Você gosta de celebrar cada realização.
140;28;Você evita discutir sobre assuntos pessoais.
141;28;A vida não é um concurso de popularidade.
142;28;Você seleciona cuidadosamente seus amigos.
143;28;Em todas as situações, você procura os riscos e tenta analisá-los.
144;28;Você gosta de planejar à frente para se antecipar ao que pode dar errado.
145;29;Você tem a impressão de começar cada dia do zero.
146;29;Ao fim de cada dia, você precisa ter realizado algo tangível para se sentir bem consigo mesmo.
147;29;Assim que você conclui uma meta, já sai em busca de algo novo para realizar.
148;29;Você trabalha longas horas em busca de um objetivo sem ficar extenuado.
149;29;Mesmo fora do ambiente de trabalho, você sente que precisa realizar pequenas coisas para se sentir bem ao final do dia.
150;30;Você tem uma facilidade natural para se aproximar das pessoas que conhece.
151;30;Você se sente bem com a intimidade e convivência com amigos próximos.
152;30;Um relacionamento só tem valor se for sincero.
153;30;A proximidade em relacionamentos implica um certo risco, mas você está disposto a corrê-lo.
154;30;Quando se relaciona com alguém, você quer conhecer seus sentimentos, objetivos, temores e sonhos, e quer que ele compreenda os seus.
155;31;Quando você se envolve em um projeto, sente-se emocionalmente obrigado a acompanhá-lo até sua conclusão.
156;31;Quando você não consegue cumprir algo combinado, automaticamente procura meios de explicar-se.
157;31;Sua disposição para ser prestativo o leva a assumir uma carga de trabalho maior do que deveria.
158;31;Quando as pessoas vão atribuir responsabilidades, contam com você, porque sabem que a missão será cumprida.
159;31;Você possui uma obsessão por fazer a coisa da maneira correta e com uma ética impecável.
160;32;Você adora resolver problemas.
161;32;Você se sente estimulado quando enfrenta novamente um fracasso.
162;32;Você é atraído pelo desafio de analisar os sintomas, identificar o que esta errado e encontrar uma solução para situações problemáticas.
163;32;Você gosta de trazer à vida situações consideradas perdidas.
164;32;Você consegue se sentir estimulado mesmo em situações de fracasso.
165;33;Você quer ser muito relevante aos olhos das outras pessoas.
166;33;Você tem a necessidade de ser admirado como pessoa de confiança, profissional e bem-sucedida.
167;33;Você prefere se associar a pessoas que percebe ser de confiança, profissionais e bem-sucedidas.
168;33;Você quer que seu trabalho seja mais um meio de vida do que um emprego.
169;33;Você gosta de se sentir livre para fazer as coisas do seu jeito.
